,0
2020-07-03 10:45:54.855681,10000.0
2020-07-04 10:45:54.855681,10000.0
2020-07-05 10:45:54.855681,10000.0
2020-07-06 10:45:54.855681,10000.0
2020-07-07 10:45:54.855681,10000.0
2020-07-08 10:45:54.855681,10000.0
2020-07-09 10:45:54.855681,10000.0
2020-07-10 10:45:54.855681,10000.0
2020-07-11 10:45:54.855681,10000.0
2020-07-12 10:45:54.855681,10000.0
2020-07-13 10:45:54.855681,10000.0
2020-07-14 10:45:54.855681,10000.0
2020-07-15 10:45:54.855681,10000.0
2020-07-16 10:45:54.855681,10000.0
2020-07-17 10:45:54.855681,10000.0
2020-07-18 10:45:54.855681,10000.0
2020-07-19 10:45:54.855681,10000.0
2020-07-20 10:45:54.855681,10000.0
2020-07-21 10:45:54.855681,10000.0
2020-07-22 10:45:54.855681,10000.0
2020-07-23 10:45:54.855681,10000.0
2020-07-24 10:45:54.855681,10000.0
2020-07-25 10:45:54.855681,10000.0
2020-07-26 10:45:54.855681,10000.0
2020-07-27 10:45:54.855681,10000.0
2020-07-28 10:45:54.855681,10000.0
2020-07-29 10:45:54.855681,10000.0
2020-07-30 10:45:54.855681,10000.0
2020-07-31 10:45:54.855681,10000.0
2020-08-01 10:45:54.855681,10000.0
2020-08-02 10:45:54.855681,10000.0
2020-08-03 10:45:54.855681,10000.0
2020-08-04 10:45:54.855681,10000.0
2020-08-05 10:45:54.855681,10000.0
2020-08-06 10:45:54.855681,10000.0
2020-08-07 10:45:54.855681,10000.0
2020-08-08 10:45:54.855681,10000.0
2020-08-09 10:45:54.855681,10000.0
2020-08-10 10:45:54.855681,10000.0
2020-08-11 10:45:54.855681,10000.0
2020-08-12 10:45:54.855681,10000.0
2020-08-13 10:45:54.855681,10000.0
2020-08-14 10:45:54.855681,10000.0
2020-08-15 10:45:54.855681,10000.0
2020-08-16 10:45:54.855681,10000.0
2020-08-17 10:45:54.855681,10000.0
2020-08-18 10:45:54.855681,10000.0
2020-08-19 10:45:54.855681,10000.0
2020-08-20 10:45:54.855681,10000.0
2020-08-21 10:45:54.855681,10000.0
2020-08-22 10:45:54.855681,10000.0
2020-08-23 10:45:54.855681,10000.0
2020-08-24 10:45:54.855681,10000.0
2020-08-25 10:45:54.855681,10000.0
2020-08-26 10:45:54.855681,10000.0
2020-08-27 10:45:54.855681,10000.0
2020-08-28 10:45:54.855681,10000.0
2020-08-29 10:45:54.855681,10000.0
2020-08-30 10:45:54.855681,10000.0
2020-08-31 10:45:54.855681,10000.0
2020-09-01 10:45:54.855681,10000.0
2020-09-02 10:45:54.855681,10000.0
2020-09-03 10:45:54.855681,10000.0
2020-09-04 10:45:54.855681,10000.0
2020-09-05 10:45:54.855681,10000.0
2020-09-06 10:45:54.855681,10000.0
2020-09-07 10:45:54.855681,10000.0
2020-09-08 10:45:54.855681,10000.0
2020-09-09 10:45:54.855681,10000.0
2020-09-10 10:45:54.855681,10000.0
2020-09-11 10:45:54.855681,10000.0
2020-09-12 10:45:54.855681,10000.0
2020-09-13 10:45:54.855681,10000.0
2020-09-14 10:45:54.855681,10000.0
2020-09-15 10:45:54.855681,10000.0
2020-09-16 10:45:54.855681,10000.0
2020-09-17 10:45:54.855681,10000.0
2020-09-18 10:45:54.855681,7536.727399945776
2020-09-19 10:45:54.855681,7541.674822436961
2020-09-20 10:45:54.855681,7530.981440966056
2020-09-21 10:45:54.855681,7557.277560309562
2020-09-22 10:45:54.855681,7515.420621116251
2020-09-23 10:45:54.855681,7535.909665067423
2020-09-24 10:45:54.855681,7505.580333709371
2020-09-25 10:45:54.855681,7529.602644809519
2020-09-26 10:45:54.855681,7527.488716889503
2020-09-27 10:45:54.855681,10021.202496308528
2020-09-28 10:45:54.855681,10021.202496308528
2020-09-29 10:45:54.855681,10021.202496308528
2020-09-30 10:45:54.855681,10021.202496308528
2020-10-01 10:45:54.855681,10021.202496308528
2020-10-02 10:45:54.855681,10021.202496308528
2020-10-03 10:45:54.855681,10021.202496308528
2020-10-04 10:45:54.855681,7613.325768421719
2020-10-05 10:45:54.855681,7608.81297413207
2020-10-06 10:45:54.855681,7603.608041433587
2020-10-07 10:45:54.855681,7551.339320874591
2020-10-08 10:45:54.855681,7595.905173656879
2020-10-09 10:45:54.855681,7650.161054411011
2020-10-10 10:45:54.855681,7622.067163203659
2020-10-11 10:45:54.855681,7647.152497780707
2020-10-12 10:45:54.855681,7698.3032050226
2020-10-13 10:45:54.855681,7712.72475084706
2020-10-14 10:45:54.855681,7750.006406669339
2020-10-15 10:45:54.855681,7761.946189529538
2020-10-16 10:45:54.855681,7716.415918726631
2020-10-17 10:45:54.855681,7758.881186396112
2020-10-18 10:45:54.855681,7817.5418736799875
2020-10-19 10:45:54.855681,10342.909926970444
2020-10-20 10:45:54.855681,10342.909926970444
2020-10-21 10:45:54.855681,10342.909926970444
2020-10-22 10:45:54.855681,10342.909926970444
2020-10-23 10:45:54.855681,10342.909926970444
2020-10-24 10:45:54.855681,10342.909926970444
2020-10-25 10:45:54.855681,10342.909926970444
2020-10-26 10:45:54.855681,10342.909926970444
2020-10-27 10:45:54.855681,10342.909926970444
2020-10-28 10:45:54.855681,10342.909926970444
2020-10-29 10:45:54.855681,10342.909926970444
2020-10-30 10:45:54.855681,10342.909926970444
2020-10-31 10:45:54.855681,10342.909926970444
2020-11-01 10:45:54.855681,10342.909926970444
2020-11-02 10:45:54.855681,10342.909926970444
2020-11-03 10:45:54.855681,10342.909926970444
2020-11-04 10:45:54.855681,10342.909926970444
2020-11-05 10:45:54.855681,7767.500199589831
2020-11-06 10:45:54.855681,7717.293549922107
2020-11-07 10:45:54.855681,7716.285531180021
2020-11-08 10:45:54.855681,7682.886314319073
2020-11-09 10:45:54.855681,7719.8484666171
2020-11-10 10:45:54.855681,7725.902155719624
2020-11-11 10:45:54.855681,7723.734068522181
2020-11-12 10:45:54.855681,7721.695729739629
2020-11-13 10:45:54.855681,7752.008605274953
2020-11-14 10:45:54.855681,7739.061873862625
2020-11-15 10:45:54.855681,7770.379085147895
2020-11-16 10:45:54.855681,7814.511242662303
2020-11-17 10:45:54.855681,7806.222842654125
2020-11-18 10:45:54.855681,7772.754801741511
2020-11-19 10:45:54.855681,7754.289214174155
2020-11-20 10:45:54.855681,10333.561885774474
2020-11-21 10:45:54.855681,10333.561885774474
2020-11-22 10:45:54.855681,10333.561885774474
2020-11-23 10:45:54.855681,10333.561885774474
2020-11-24 10:45:54.855681,7763.8834787627375
2020-11-25 10:45:54.855681,7736.463767004238
2020-11-26 10:45:54.855681,7777.663897135946
2020-11-27 10:45:54.855681,7784.445066628533
2020-11-28 10:45:54.855681,7821.092245245368
2020-11-29 10:45:54.855681,7867.360561182646
2020-11-30 10:45:54.855681,7834.576769862073
2020-12-01 10:45:54.855681,7890.004707859628
2020-12-02 10:45:54.855681,7978.363301816646
2020-12-03 10:45:54.855681,7925.900020646337
2020-12-04 10:45:54.855681,7953.30699735073
2020-12-05 10:45:54.855681,7980.421127029047
2020-12-06 10:45:54.855681,7985.272154184352
2020-12-07 10:45:54.855681,8070.885710617375
2020-12-08 10:45:54.855681,8219.55086154068
2020-12-09 10:45:54.855681,10712.028526841192
2020-12-10 10:45:54.855681,10712.028526841192
2020-12-11 10:45:54.855681,8176.315152534243
2020-12-12 10:45:54.855681,8204.519066250663
2020-12-13 10:45:54.855681,8224.163939847047
2020-12-14 10:45:54.855681,8117.1543169409
2020-12-15 10:45:54.855681,7976.3656591796625
2020-12-16 10:45:54.855681,10673.621443775359
2020-12-17 10:45:54.855681,10673.621443775359
2020-12-18 10:45:54.855681,10673.621443775359
2020-12-19 10:45:54.855681,10673.621443775359
2020-12-20 10:45:54.855681,10673.621443775359
2020-12-21 10:45:54.855681,10673.621443775359
2020-12-22 10:45:54.855681,10673.621443775359
2020-12-23 10:45:54.855681,10673.621443775359
2020-12-24 10:45:54.855681,10673.621443775359
2020-12-25 10:45:54.855681,10673.621443775359
2020-12-26 10:45:54.855681,10673.621443775359
2020-12-27 10:45:54.855681,10673.621443775359
2020-12-28 10:45:54.855681,10673.621443775359
2020-12-29 10:45:54.855681,10673.621443775359
2020-12-30 10:45:54.855681,10673.621443775359
2020-12-31 10:45:54.855681,10673.621443775359
2021-01-01 10:45:54.855681,10673.621443775359
2021-01-02 10:45:54.855681,10673.621443775359
2021-01-03 10:45:54.855681,10673.621443775359
2021-01-04 10:45:54.855681,10673.621443775359
2021-01-05 10:45:54.855681,10673.621443775359
2021-01-06 10:45:54.855681,8416.838342768056
2021-01-07 10:45:54.855681,8382.7678314278
2021-01-08 10:45:54.855681,8259.97634348428
2021-01-09 10:45:54.855681,10497.826975945289
2021-01-10 10:45:54.855681,10497.826975945289
2021-01-11 10:45:54.855681,10497.826975945289
2021-01-12 10:45:54.855681,10497.826975945289
2021-01-13 10:45:54.855681,10497.826975945289
2021-01-14 10:45:54.855681,10497.826975945289
2021-01-15 10:45:54.855681,10497.826975945289
2021-01-16 10:45:54.855681,10497.826975945289
2021-01-17 10:45:54.855681,10497.826975945289
2021-01-18 10:45:54.855681,10497.826975945289
2021-01-19 10:45:54.855681,10497.826975945289
2021-01-20 10:45:54.855681,10497.826975945289
2021-01-21 10:45:54.855681,8831.316429288127
2021-01-22 10:45:54.855681,8760.33428857125
2021-01-23 10:45:54.855681,8745.111078328455
2021-01-24 10:45:54.855681,10359.784260231263
2021-01-25 10:45:54.855681,10359.784260231263
2021-01-26 10:45:54.855681,10359.784260231263
2021-01-27 10:45:54.855681,10359.784260231263
2021-01-28 10:45:54.855681,10359.784260231263
2021-01-29 10:45:54.855681,10359.784260231263
2021-01-30 10:45:54.855681,10359.784260231263
2021-01-31 10:45:54.855681,10359.784260231263
2021-02-01 10:45:54.855681,10359.784260231263
2021-02-02 10:45:54.855681,10359.784260231263
2021-02-03 10:45:54.855681,10359.784260231263
2021-02-04 10:45:54.855681,10359.784260231263
2021-02-05 10:45:54.855681,10359.784260231263
2021-02-06 10:45:54.855681,10359.784260231263
2021-02-07 10:45:54.855681,10359.784260231263
2021-02-08 10:45:54.855681,10359.784260231263
2021-02-09 10:45:54.855681,10359.784260231263
2021-02-10 10:45:54.855681,10359.784260231263
2021-02-11 10:45:54.855681,10359.784260231263
2021-02-12 10:45:54.855681,10359.784260231263
2021-02-13 10:45:54.855681,10359.784260231263
2021-02-14 10:45:54.855681,10359.784260231263
2021-02-15 10:45:54.855681,10359.784260231263
2021-02-16 10:45:54.855681,9155.653763200147
2021-02-17 10:45:54.855681,9161.049675949731
2021-02-18 10:45:54.855681,9181.138616559256
2021-02-19 10:45:54.855681,9178.048979113037
2021-02-20 10:45:54.855681,9157.128982476183
2021-02-21 10:45:54.855681,9165.859792515694
2021-02-22 10:45:54.855681,9205.77848137023
2021-02-23 10:45:54.855681,9187.472827008725
2021-02-24 10:45:54.855681,9159.51039205951
2021-02-25 10:45:54.855681,10393.822250497888
2021-02-26 10:45:54.855681,10393.822250497888
2021-02-27 10:45:54.855681,10393.822250497888
2021-02-28 10:45:54.855681,8101.729009119256
2021-03-01 10:45:54.855681,8151.663005671401
2021-03-02 10:45:54.855681,8103.3154813028195
2021-03-03 10:45:54.855681,8173.044856484518
2021-03-04 10:45:54.855681,8223.705481968142
2021-03-05 10:45:54.855681,8167.1932466112185
2021-03-06 10:45:54.855681,8017.021671476366
2021-03-07 10:45:54.855681,10384.077177389494
2021-03-08 10:45:54.855681,10384.077177389494
2021-03-09 10:45:54.855681,10384.077177389494
2021-03-10 10:45:54.855681,10384.077177389494
2021-03-11 10:45:54.855681,10384.077177389494
2021-03-12 10:45:54.855681,10384.077177389494
2021-03-13 10:45:54.855681,10384.077177389494
2021-03-14 10:45:54.855681,10384.077177389494
2021-03-15 10:45:54.855681,10384.077177389494
2021-03-16 10:45:54.855681,10384.077177389494
2021-03-17 10:45:54.855681,10384.077177389494
2021-03-18 10:45:54.855681,10384.077177389494
2021-03-19 10:45:54.855681,10384.077177389494
2021-03-20 10:45:54.855681,10384.077177389494
2021-03-21 10:45:54.855681,10384.077177389494
2021-03-22 10:45:54.855681,10384.077177389494
2021-03-23 10:45:54.855681,8077.320015871182
2021-03-24 10:45:54.855681,7929.8708096602895
2021-03-25 10:45:54.855681,7887.830106669787
2021-03-26 10:45:54.855681,10308.55254395122
2021-03-27 10:45:54.855681,10308.55254395122
2021-03-28 10:45:54.855681,10308.55254395122
2021-03-29 10:45:54.855681,10308.55254395122
2021-03-30 10:45:54.855681,10308.55254395122
2021-03-31 10:45:54.855681,10308.55254395122
2021-04-01 10:45:54.855681,10308.55254395122
2021-04-02 10:45:54.855681,10308.55254395122
2021-04-03 10:45:54.855681,10308.55254395122
2021-04-04 10:45:54.855681,10308.55254395122
2021-04-05 10:45:54.855681,10308.55254395122
2021-04-06 10:45:54.855681,10308.55254395122
2021-04-07 10:45:54.855681,8886.755790420535
2021-04-08 10:45:54.855681,8896.195643745596
2021-04-09 10:45:54.855681,8923.954192553583
2021-04-10 10:45:54.855681,8968.507351937018
2021-04-11 10:45:54.855681,9029.532676788509
2021-04-12 10:45:54.855681,9008.31732181825
2021-04-13 10:45:54.855681,8973.562762039683
2021-04-14 10:45:54.855681,9041.202842025097
2021-04-15 10:45:54.855681,8937.862076212137
2021-04-16 10:45:54.855681,10338.458465341939
2021-04-17 10:45:54.855681,10338.458465341939
2021-04-18 10:45:54.855681,10338.458465341939
2021-04-19 10:45:54.855681,10338.458465341939
2021-04-20 10:45:54.855681,10338.458465341939
2021-04-21 10:45:54.855681,10338.458465341939
2021-04-22 10:45:54.855681,10338.458465341939
2021-04-23 10:45:54.855681,8365.062199683685
2021-04-24 10:45:54.855681,8374.27073422434
2021-04-25 10:45:54.855681,8273.913570554549
2021-04-26 10:45:54.855681,8213.519549239507
2021-04-27 10:45:54.855681,10218.861957317044
2021-04-28 10:45:54.855681,10218.861957317044
2021-04-29 10:45:54.855681,10218.861957317044
2021-04-30 10:45:54.855681,10218.861957317044
2021-05-01 10:45:54.855681,10218.861957317044
2021-05-02 10:45:54.855681,10218.861957317044
2021-05-03 10:45:54.855681,10218.861957317044
2021-05-04 10:45:54.855681,8127.562975800484
2021-05-05 10:45:54.855681,8098.336537151826
2021-05-06 10:45:54.855681,8234.162327884358
2021-05-07 10:45:54.855681,8335.858306323855
2021-05-08 10:45:54.855681,8490.1512940153
2021-05-09 10:45:54.855681,10621.073382298635
2021-05-10 10:45:54.855681,10621.073382298635
2021-05-11 10:45:54.855681,8345.91161471441
2021-05-12 10:45:54.855681,8397.8137809399
2021-05-13 10:45:54.855681,8390.170782187139
2021-05-14 10:45:54.855681,8292.917682232695
2021-05-15 10:45:54.855681,10446.221994559273
2021-05-16 10:45:54.855681,10446.221994559273
2021-05-17 10:45:54.855681,10446.221994559273
2021-05-18 10:45:54.855681,10446.221994559273
2021-05-19 10:45:54.855681,10446.221994559273
2021-05-20 10:45:54.855681,10446.221994559273
2021-05-21 10:45:54.855681,10446.221994559273
2021-05-22 10:45:54.855681,10446.221994559273
2021-05-23 10:45:54.855681,10446.221994559273
2021-05-24 10:45:54.855681,10446.221994559273
2021-05-25 10:45:54.855681,10446.221994559273
2021-05-26 10:45:54.855681,10446.221994559273
2021-05-27 10:45:54.855681,10446.221994559273
2021-05-28 10:45:54.855681,10446.221994559273
2021-05-29 10:45:54.855681,10446.221994559273
2021-05-30 10:45:54.855681,10446.221994559273
2021-05-31 10:45:54.855681,10446.221994559273
2021-06-01 10:45:54.855681,10446.221994559273
2021-06-02 10:45:54.855681,10446.221994559273
2021-06-03 10:45:54.855681,10446.221994559273
2021-06-04 10:45:54.855681,10446.221994559273
2021-06-05 10:45:54.855681,10446.221994559273
2021-06-06 10:45:54.855681,10446.221994559273
2021-06-07 10:45:54.855681,10446.221994559273
2021-06-08 10:45:54.855681,10446.221994559273
2021-06-09 10:45:54.855681,10446.221994559273
2021-06-10 10:45:54.855681,10446.221994559273
2021-06-11 10:45:54.855681,10446.221994559273
2021-06-12 10:45:54.855681,10446.221994559273
2021-06-13 10:45:54.855681,10446.221994559273
2021-06-14 10:45:54.855681,10446.221994559273
2021-06-15 10:45:54.855681,10446.221994559273
2021-06-16 10:45:54.855681,10446.221994559273
2021-06-17 10:45:54.855681,10446.221994559273
2021-06-18 10:45:54.855681,10446.221994559273
2021-06-19 10:45:54.855681,10446.221994559273
2021-06-20 10:45:54.855681,10446.221994559273
2021-06-21 10:45:54.855681,10446.221994559273
2021-06-22 10:45:54.855681,10446.221994559273
2021-06-23 10:45:54.855681,8334.274580769032
2021-06-24 10:45:54.855681,8362.696448610295
2021-06-25 10:45:54.855681,8369.211095660186
2021-06-26 10:45:54.855681,8343.929093988701
2021-06-27 10:45:54.855681,8336.587920180127
2021-06-28 10:45:54.855681,8374.96659459558
2021-06-29 10:45:54.855681,8400.351848704115
2021-06-30 10:45:54.855681,8390.896408732047
2021-07-01 10:45:54.855681,8382.168201919247
2021-07-02 10:45:54.855681,8337.442935587249
2021-07-03 10:45:54.855681,10472.894084487842
2021-07-04 10:45:54.855681,10472.894084487842
2021-07-05 10:45:54.855681,10472.894084487842
2021-07-06 10:45:54.855681,10472.894084487842
2021-07-07 10:45:54.855681,10472.894084487842
2021-07-08 10:45:54.855681,10472.894084487842
2021-07-09 10:45:54.855681,10472.894084487842
2021-07-10 10:45:54.855681,10472.894084487842
2021-07-11 10:45:54.855681,10472.894084487842
2021-07-12 10:45:54.855681,10472.894084487842
2021-07-13 10:45:54.855681,10472.894084487842
2021-07-14 10:45:54.855681,10472.894084487842
2021-07-15 10:45:54.855681,10472.894084487842
2021-07-16 10:45:54.855681,10472.894084487842
2021-07-17 10:45:54.855681,10472.894084487842
2021-07-18 10:45:54.855681,10472.894084487842
2021-07-19 10:45:54.855681,10472.894084487842
2021-07-20 10:45:54.855681,10472.894084487842
2021-07-21 10:45:54.855681,10472.894084487842
2021-07-22 10:45:54.855681,10472.894084487842
2021-07-23 10:45:54.855681,10472.894084487842
2021-07-24 10:45:54.855681,10472.894084487842
2021-07-25 10:45:54.855681,10472.894084487842
2021-07-26 10:45:54.855681,10472.894084487842
2021-07-27 10:45:54.855681,10472.894084487842
2021-07-28 10:45:54.855681,10472.894084487842
2021-07-29 10:45:54.855681,10472.894084487842
2021-07-30 10:45:54.855681,10472.894084487842
2021-07-31 10:45:54.855681,10472.894084487842
2021-08-01 10:45:54.855681,10472.894084487842
2021-08-02 10:45:54.855681,10472.894084487842
2021-08-03 10:45:54.855681,10472.894084487842
2021-08-04 10:45:54.855681,10472.894084487842
2021-08-05 10:45:54.855681,10472.894084487842
2021-08-06 10:45:54.855681,10472.894084487842
2021-08-07 10:45:54.855681,10472.894084487842
2021-08-08 10:45:54.855681,10472.894084487842
2021-08-09 10:45:54.855681,10472.894084487842
2021-08-10 10:45:54.855681,10472.894084487842
2021-08-11 10:45:54.855681,10472.894084487842
2021-08-12 10:45:54.855681,10472.894084487842
2021-08-13 10:45:54.855681,10472.894084487842
2021-08-14 10:45:54.855681,10472.894084487842
2021-08-15 10:45:54.855681,10472.894084487842
2021-08-16 10:45:54.855681,10472.894084487842
2021-08-17 10:45:54.855681,10472.894084487842
2021-08-18 10:45:54.855681,10472.894084487842
2021-08-19 10:45:54.855681,10472.894084487842
2021-08-20 10:45:54.855681,10472.894084487842
2021-08-21 10:45:54.855681,10472.894084487842
2021-08-22 10:45:54.855681,10472.894084487842
2021-08-23 10:45:54.855681,10472.894084487842
2021-08-24 10:45:54.855681,10472.894084487842
2021-08-25 10:45:54.855681,10472.894084487842
2021-08-26 10:45:54.855681,10472.894084487842
2021-08-27 10:45:54.855681,10472.894084487842
2021-08-28 10:45:54.855681,10472.894084487842
2021-08-29 10:45:54.855681,10472.894084487842
2021-08-30 10:45:54.855681,10472.894084487842
2021-08-31 10:45:54.855681,10472.894084487842
2021-09-01 10:45:54.855681,10472.894084487842
2021-09-02 10:45:54.855681,10472.894084487842
2021-09-03 10:45:54.855681,10472.894084487842
2021-09-04 10:45:54.855681,10472.894084487842
2021-09-05 10:45:54.855681,10472.894084487842
2021-09-06 10:45:54.855681,10472.894084487842
2021-09-07 10:45:54.855681,10472.894084487842
2021-09-08 10:45:54.855681,10472.894084487842
2021-09-09 10:45:54.855681,10472.894084487842
2021-09-10 10:45:54.855681,10472.894084487842
2021-09-11 10:45:54.855681,10472.894084487842
2021-09-12 10:45:54.855681,10472.894084487842
2021-09-13 10:45:54.855681,10472.894084487842
2021-09-14 10:45:54.855681,10472.894084487842
2021-09-15 10:45:54.855681,10472.894084487842
2021-09-16 10:45:54.855681,10472.894084487842
2021-09-17 10:45:54.855681,10472.894084487842
2021-09-18 10:45:54.855681,10472.894084487842
2021-09-19 10:45:54.855681,10472.894084487842
2021-09-20 10:45:54.855681,10472.894084487842
2021-09-21 10:45:54.855681,10472.894084487842
2021-09-22 10:45:54.855681,10472.894084487842
2021-09-23 10:45:54.855681,10472.894084487842
2021-09-24 10:45:54.855681,10472.894084487842
2021-09-25 10:45:54.855681,10472.894084487842
2021-09-26 10:45:54.855681,10472.894084487842
2021-09-27 10:45:54.855681,10472.894084487842
2021-09-28 10:45:54.855681,10472.894084487842
2021-09-29 10:45:54.855681,10472.894084487842
2021-09-30 10:45:54.855681,10472.894084487842
2021-10-01 10:45:54.855681,10472.894084487842
2021-10-02 10:45:54.855681,10472.894084487842
2021-10-03 10:45:54.855681,10472.894084487842
2021-10-04 10:45:54.855681,10472.894084487842
2021-10-05 10:45:54.855681,10472.894084487842
2021-10-06 10:45:54.855681,10472.894084487842
2021-10-07 10:45:54.855681,10472.894084487842
2021-10-08 10:45:54.855681,10472.894084487842
2021-10-09 10:45:54.855681,10472.894084487842
2021-10-10 10:45:54.855681,10472.894084487842
2021-10-11 10:45:54.855681,10472.894084487842
2021-10-12 10:45:54.855681,10472.894084487842
2021-10-13 10:45:54.855681,10472.894084487842
2021-10-14 10:45:54.855681,10472.894084487842
2021-10-15 10:45:54.855681,10472.894084487842
2021-10-16 10:45:54.855681,10472.894084487842
2021-10-17 10:45:54.855681,10472.894084487842
2021-10-18 10:45:54.855681,10472.894084487842
2021-10-19 10:45:54.855681,10472.894084487842
2021-10-20 10:45:54.855681,10472.894084487842
2021-10-21 10:45:54.855681,10472.894084487842
2021-10-22 10:45:54.855681,10472.894084487842
2021-10-23 10:45:54.855681,10472.894084487842
2021-10-24 10:45:54.855681,10472.894084487842
2021-10-25 10:45:54.855681,10472.894084487842
2021-10-26 10:45:54.855681,10472.894084487842
2021-10-27 10:45:54.855681,10472.894084487842
2021-10-28 10:45:54.855681,10472.894084487842
2021-10-29 10:45:54.855681,10472.894084487842
2021-10-30 10:45:54.855681,10472.894084487842
2021-10-31 10:45:54.855681,10472.894084487842
2021-11-01 10:45:54.855681,10472.894084487842
2021-11-02 10:45:54.855681,10472.894084487842
2021-11-03 10:45:54.855681,10472.894084487842
2021-11-04 10:45:54.855681,10472.894084487842
2021-11-05 10:45:54.855681,10472.894084487842
2021-11-06 10:45:54.855681,10472.894084487842
2021-11-07 10:45:54.855681,10472.894084487842
2021-11-08 10:45:54.855681,10472.894084487842
2021-11-09 10:45:54.855681,10472.894084487842
2021-11-10 10:45:54.855681,10472.894084487842
2021-11-11 10:45:54.855681,10472.894084487842
2021-11-12 10:45:54.855681,10472.894084487842
2021-11-13 10:45:54.855681,10472.894084487842
2021-11-14 10:45:54.855681,10472.894084487842
2021-11-15 10:45:54.855681,10472.894084487842
2021-11-16 10:45:54.855681,10472.894084487842
2021-11-17 10:45:54.855681,10472.894084487842
2021-11-18 10:45:54.855681,10472.894084487842
2021-11-19 10:45:54.855681,10472.894084487842
2021-11-20 10:45:54.855681,10472.894084487842
2021-11-21 10:45:54.855681,10472.894084487842
2021-11-22 10:45:54.855681,10472.894084487842
2021-11-23 10:45:54.855681,10472.894084487842
2021-11-24 10:45:54.855681,10472.894084487842
2021-11-25 10:45:54.855681,10472.894084487842
2021-11-26 10:45:54.855681,10472.894084487842
2021-11-27 10:45:54.855681,10472.894084487842
2021-11-28 10:45:54.855681,10472.894084487842
2021-11-29 10:45:54.855681,10472.894084487842
2021-11-30 10:45:54.855681,10472.894084487842
2021-12-01 10:45:54.855681,10472.894084487842
2021-12-02 10:45:54.855681,10472.894084487842
2021-12-03 10:45:54.855681,10472.894084487842
2021-12-04 10:45:54.855681,10472.894084487842
2021-12-05 10:45:54.855681,10472.894084487842
2021-12-06 10:45:54.855681,10472.894084487842
2021-12-07 10:45:54.855681,10472.894084487842
2021-12-08 10:45:54.855681,10472.894084487842
2021-12-09 10:45:54.855681,10472.894084487842
2021-12-10 10:45:54.855681,10472.894084487842
2021-12-11 10:45:54.855681,10472.894084487842
2021-12-12 10:45:54.855681,10472.894084487842
2021-12-13 10:45:54.855681,10472.894084487842
2021-12-14 10:45:54.855681,10472.894084487842
2021-12-15 10:45:54.855681,10472.894084487842
2021-12-16 10:45:54.855681,10472.894084487842
2021-12-17 10:45:54.855681,10472.894084487842
2021-12-18 10:45:54.855681,10472.894084487842
2021-12-19 10:45:54.855681,10472.894084487842
2021-12-20 10:45:54.855681,10472.894084487842
2021-12-21 10:45:54.855681,10472.894084487842
2021-12-22 10:45:54.855681,10472.894084487842
2021-12-23 10:45:54.855681,10472.894084487842
2021-12-24 10:45:54.855681,10472.894084487842
2021-12-25 10:45:54.855681,10472.894084487842
2021-12-26 10:45:54.855681,10472.894084487842
2021-12-27 10:45:54.855681,10472.894084487842
2021-12-28 10:45:54.855681,7887.2825548357
2021-12-29 10:45:54.855681,7838.905114600852
2021-12-30 10:45:54.855681,7845.862371755735
2021-12-31 10:45:54.855681,7814.421970488824
2022-01-01 10:45:54.855681,7797.958609655563
2022-01-02 10:45:54.855681,10409.726846687237
2022-01-03 10:45:54.855681,10409.726846687237
