total_return,annualized_return,total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,recovery_factor,expectancy,final_capital
2.137562259947808,0.26933284475342384,24,11,13,45.83333333333333,128.05467411170181,-83.58411784056307,1.296346217642439,0.3146964507294439,0.13772908379601187,-27.856439838028724,0.009668602532106031,0.07673494073100025,13.416995137558317,10213.75622599478
