total_return,total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe_ratio,max_drawdown,final_capital
194.00153845118237,153,49,104,32.02614379084967,568.1994301939502,-409.0964589246144,0.6543917481515898,0.22519007930058804,-104.57577925358133,29400.15384511824
