total_return,annualized_return,total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,recovery_factor,expectancy,final_capital
3.664452917525432,0.4617210676082044,38,16,22,42.10526315789473,121.83670028551478,-64.36578886600195,1.3766398401955928,0.3789527144266884,0.20972547216203472,-28.448566368869532,0.01623002936673297,0.1288097568788331,14.03525919779456,10366.445291752543
